,code,name,unit,frequency,first_value,last_value,source
0,1,Taxa de câmbio - Livre - Dólar americano (venda) - diário,u.m.c./US$,D,1984-11-28,2022-06-28 00:00:00,Sisbacen PTAX800
0,3,Taxa de câmbio - Flutuante - Dólar turismo - Venda,u.m.c./US$,D,1993-05-27,1999-01-29 00:00:00,Sisbacen PTAX800
0,4,Ouro BM&F - grama,u.m.c.,D,1989-12-29,2019-09-30 00:00:00,BM&FBOVESPA
0,5,Ouro Londres - onça troy,US$,D,1989-12-29,2019-09-30 00:00:00,LBMA
0,7,Bovespa - índice,Pontos,D,1989-12-29,2019-09-30 00:00:00,BM&FBOVESPA
0,8,Bovespa - Volume,R$ (milhões),D,1989-12-29,2019-09-30 00:00:00,BM&FBOVESPA
0,9,BVRJ - índice,Pontos,D,1989-12-29,2003-05-08 00:00:00,BVRJ
0,10,BVRJ - Volume,u.m.c. (mil),D,1989-12-29,2000-08-10 00:00:00,BVRJ
0,11,Taxa de juros - Selic,% a.d.,D,1986-06-04,2022-06-28 00:00:00,BCB-Demab
0,12,Taxa de juros - CDI,% a.d.,D,1986-03-06,2022-06-27 00:00:00,Cetip
0,13,Unidade real de valor (URV),u.m.c.,D,1993-01-04,1994-06-30 00:00:00,Sisbacen PTAX860
0,14,Taxa média prefixada de depósitos a prazo (CDB/RDB) - Total,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,15,Saldo prefixado de depósitos a prazo (CDB/RDB) - Total,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,16,Depósitos a prazo (CDB/RDB-pré-fixados) - Dias corridos em período de 30/35 dias,Dias,D,1989-12-29,2022-06-27 00:00:00,Sisbacen PESP300
0,17,Depósitos a prazo (CDB/RDB-pré-fixados) - Dias úteis em período de 30/35 dias,Dias,D,1989-12-29,2022-06-27 00:00:00,Sisbacen PESP300
0,18,Taxa média pós-fixada de depósitos a prazo (CDB/RDB) - Total,% a.d.,D,1992-02-28,2018-12-07 00:00:00,Sisbacen PESP300
0,19,Saldo pós-fixado de depósitos a prazo (CDB/RDB) - Total,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,20,Depósitos a prazo (CDB/RDB-pós-fixados) - Dias corridos em período de 120/125 dias,Dias,D,1989-12-29,2022-06-27 00:00:00,Sisbacen PESP300
0,21,Depósitos a prazo (CDB/RDB-pós-fixados) - Dias úteis em período de 120/125 dias,Dias,D,1989-12-29,2022-06-27 00:00:00,Sisbacen PESP300
0,22,BTN/UFIR diária,A definir,D,1989-06-15,1998-05-29 00:00:00,Sisbacen PTAX860
0,23,Saldo diário de depósitos de poupança - SBPE e rural,u.m.c. (mil),D,1991-08-22,2022-06-21 00:00:00,Sisbacen PESP300
0,24,Captação líquida diária de depósitos de poupança - SBPE e rural,u.m.c. (mil),D,1991-08-02,2022-06-21 00:00:00,Sisbacen PESP300
0,25,Depósitos de poupança até 03.05.2012 - Rentabilidade no período,% a.m.,D,1991-02-01,2022-06-27 00:00:00,BCB-Demab
0,26,Taxa média prefixada de depósitos a prazo (CDB/RDB) - Instituições financeiras,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,27,Saldo prefixado de depósitos a prazo (CDB/RDB) - Instituições financeiras,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,28,Taxa média prefixada de depósitos a prazo (CDB/RDB) - Investidores institucionais,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,29,Saldo prefixado de depósitos a prazo (CDB/RDB) - Investidores institucionais,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,30,Taxa média prefixada de depósitos a prazo (CDB/RDB) - Pessoas jurídicas,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,31,Saldo prefixado de depósitos a prazo (CDB/RDB) - Pessoas jurídicas,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,32,Taxa média prefixada de depósitos a prazo (CDB/RDB) - Pessoas fíisicas,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,33,Saldo prefixado de depósitos a prazo (CDB/RDB) - Pessoas físicas,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,34,Taxa média pós-fixada de depósitos a prazo (CDB/RDB) - Instituições financeiras,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,35,Saldo pós-fixado de depósitos a prazo (CDB/RDB) - Instituições financeiras,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,36,Taxa média pós-fixada de depósitos a prazo (CDB/RDB) - Investidores institucionais,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,37,Saldo pós-fixado de depósitos a prazo (CDB/RDB) - Investidores institucionais,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,38,Taxa média pós-fixada de depósitos a prazo (CDB/RDB) - Pessoas jurídicas,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,39,Saldo pós-fixado de depósitos a prazo (CDB/RDB) - Pessoas jurídicas,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,40,Taxa média pós-fixada de depósitos a prazo (CDB/RDB) - Pessoas físicas,% a.d.,D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,41,Saldo pós-fixado de depósitos a prazo (CDB/RDB) - Pessoas físicas,u.m.c. (mil),D,1992-02-28,2022-04-14 00:00:00,Sisbacen PESP300
0,42,Fundo de aplicações financeiras - Patrimônio líquido,u.m.c. (mil),D,1991-03-01,1995-12-29 00:00:00,Sisbacen PFAF300
0,43,Fundo de aplicações financeiras - Captação líquida,u.m.c. (mil),D,1991-03-01,1995-12-29 00:00:00,Sisbacen PFAF300
0,44,Fundo de aplicações financeiras - Rentabilidade diária (%),% a.d.,D,1991-03-01,1995-12-29 00:00:00,Sisbacen PFAF300
0,45,Fundo de comodities - Patrimônio líquido,u.m.c. (mil),D,1992-12-21,1995-12-29 00:00:00,Sisbacen PESP300
0,46,Fundo de comodities - Captação líquida,u.m.c. (mil),D,1992-12-21,1995-12-29 00:00:00,Sisbacen PESP300
0,47,Fundo de comodities - Rentabilidade diária (%),% a.d.,D,1992-12-21,1995-12-29 00:00:00,Sisbacen PESP300
0,48,Fundo mútuo de renda fixa - Patrimônio líquido,u.m.c. (mil),D,1991-01-31,1995-12-29 00:00:00,Sisbacen PESP300
0,49,Fundo mútuo de renda fixa - Captação líquida,u.m.c. (mil),D,1991-01-31,1995-12-29 00:00:00,Sisbacen PESP300
0,50,Fundo mútuo de renda fixa - Rentabilidade diária (%),% a.d.,D,1991-01-31,1995-12-29 00:00:00,Sisbacen PESP300
0,51,Fundo de ações-carteira livre - Patrimônio líquido,u.m.c. (mil),D,1993-10-06,2000-09-29 00:00:00,Sisbacen PESP300
0,52,Fundo de ações-carteira livre - Captação líquida,u.m.c. (mil),D,1993-10-06,2000-09-29 00:00:00,Sisbacen PESP300
0,53,Fundo de ações-carteira livre - Rentabilidade diária (%),% a.d.,D,1993-10-06,2000-09-29 00:00:00,Sisbacen PESP300
0,54,Fundo de ações-tradicional - Patrimônio líquido,u.m.c. (mil),D,1991-01-31,2000-09-29 00:00:00,Sisbacen PESP300
0,55,Fundo de ações-tradicional - Captação líquida,u.m.c. (mil),D,1991-01-31,2000-09-29 00:00:00,Sisbacen PESP300
0,56,Fundo de ações-tradicional - Rentabilidade diária (%),% a.d.,D,1991-01-31,2000-09-29 00:00:00,Sisbacen PESP300
0,57,Depósitos especiais remunerados - Saldos,u.m.c. (mil),D,1991-08-15,1995-12-29 00:00:00,Sisbacen PDER300
0,58,Depósitos especiais remunerados - Resgates,u.m.c. (mil),D,1991-08-15,1995-12-29 00:00:00,Sisbacen PDER300
0,59,Depósitos especiais remunerados - Rentabilidade diária (%),% a.d.,D,1991-08-15,1995-12-29 00:00:00,Sisbacen PDER300
0,60,Fundo de renda fixa-capital estrangeiro - Patrimônio líquido,u.m.c. (mil),D,1994-03-01,2001-04-16 00:00:00,Sisbacen PESP300
0,61,Fundo de renda fixa-capital estrangeiro - Rentabilidade diária (%),% a.d.,D,1994-03-01,2001-04-16 00:00:00,Sisbacen PESP300
0,63,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Hot money - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,64,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Hot money,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,67,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Desconto de duplicatas - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,68,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Desconto de duplicatas,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,69,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Desconto de notas promissórias - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,70,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Desconto de notas promissórias,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,73,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Capital de giro - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,74,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Capital de giro,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,75,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Capital de giro - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,76,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Capital de giro,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,77,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Conta garantida - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,78,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Conta garantida,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,79,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Conta garantida - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,80,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Conta garantida,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,81,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Aquisição de bens - Pessoa jurídica - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,82,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Aquisição de bens - Pessoa jurídica,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,83,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Aquisição de bens - Pessoa jurídica - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,84,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Aquisição de bens - Pessoa jurídica,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,85,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,86,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Vendor,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,87,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,88,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Vendor,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,89,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC) - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,90,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Adiantamento sobre contrato de câmbio (ACC),u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,91,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,92,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Export notes,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,93,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,94,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Repasses externos,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,95,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,96,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Cheque especial,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,97,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,98,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Cheque especial,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,99,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,100,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Crédito pessoal,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,101,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,102,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Crédito pessoal,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,103,Operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Aquisição de outros bens - Pessoa física - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,104,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pré-fixada) - Aquisição de outros bens - Pessoa física,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,105,Operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Aquisição de outros bens - Pessoa física - Taxa total,% a.d.,D,1994-07-04,2012-12-31 00:00:00,Sisbacen PESP300
0,106,Saldo das operações de crédito com recursos livres referenciais para taxa de juros (pós-fixada) - Aquisição de outros bens - Pessoa física,u.m.c. (mil),D,1993-06-01,2012-12-31 00:00:00,Sisbacen PESP300
0,108,BTN/UFIR mensal,u.m.c.,M,1989-02-28,2000-09-01 00:00:00,Sisbacen PTAX860
0,109,Fundo de aplicações financeiras - Aplicações em depósitos obrigatórios,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,110,Fundo de aplicações financeiras - Aplicações em depósitos inst. títulos TDE,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,111,Fundo de aplicações financeiras - Aplicações em operações compromissadas,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,112,Fundo de aplicações financeiras - Aplicações em quotas fundos desenvolvimento social,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,113,Fundo de aplicações financeiras - Aplicações em títulos do Tesouro Nacional,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,114,Fundo de aplicações financeiras - Aplicações em títulos estaduais ou municipais,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,115,Fundo de aplicações financeiras - Aplicações em títulos privados,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,116,Fundo de aplicações financeiras - Aplicações em títulos de desenvolvimento econômico,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,117,Fundo de aplicações financeiras - Aplicações em títulos vinculados a projetos agrícolas,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,118,Fundo de aplicações financeiras - Aplicações em letras hipotecárias,u.m.c. (mil),M,1991-04-30,1995-11-01 00:00:00,Sisbacen PFAF300
0,119,Fundo de comodities - Aplicações em export notes,u.m.c. (mil),M,1992-12-31,1995-12-01 00:00:00,Sisbacen PESP300
0,120,Fundo de comodities - Aplicações em CDB/RDB,u.m.c. (mil),M,1992-12-31,1995-11-01 00:00:00,Sisbacen PESP300
0,121,Fundo de comodities - Aplicações em Warrants,u.m.c. (mil),M,1992-12-31,1995-11-01 00:00:00,Sisbacen PESP300
0,122,Fundo de comodities - Aplicações em certificados de mercadorias,u.m.c. (mil),M,1992-12-31,1995-12-01 00:00:00,Sisbacen PESP300
0,123,Fundo de comodities - Aplicações em títulos federais,u.m.c. (mil),M,1992-12-31,1995-12-01 00:00:00,Sisbacen PESP300
0,124,Fundo de comodities - Aplicações em títulos estaduais ou municipais,u.m.c. (mil),M,1992-12-31,1995-12-01 00:00:00,Sisbacen PESP300
0,125,Fundo de comodities - Aplicações em títulos privados,u.m.c. (mil),M,1992-12-31,1995-12-01 00:00:00,Sisbacen PESP300
0,126,Fundo de comodities - Aplicações em quotas FAF,u.m.c. (mil),M,1992-12-31,1995-12-01 00:00:00,Sisbacen PESP300
0,127,Fundo de comodities - Aplicações em notas promissórias,u.m.c. (mil),M,1992-12-31,1995-11-01 00:00:00,Sisbacen PESP300
0,128,Fundo de comodities - Aplicações em ações,u.m.c. (mil),M,1992-12-31,1995-11-01 00:00:00,Sisbacen PESP300
0,129,Fundo de comodities - Aplicações em ouro,u.m.c. (mil),M,1992-12-31,1995-11-01 00:00:00,Sisbacen PESP300
0,130,Fundo mútuo de renda fixa - Aplicações em títulos do Tesouro Nacional,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,131,Fundo mútuo de renda fixa - Aplicações em títulos do Banco Central,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,132,Fundo mútuo de renda fixa - Aplicações em títulos estaduais e municipais,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,133,Fundo mútuo de renda fixa - Aplicações em ações,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,134,Fundo mútuo de renda fixa - Aplicações em debêntures,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,135,Fundo mútuo de renda fixa - Aplicações em títulos privados,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,136,Fundo mútuo de renda fixa - Aplicações em juros do mercado futuro,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,137,Fundo mútuo de renda fixa - Aplicações em quotas de fundos,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,138,Fundo mútuo de renda fixa - Aplicações em operações compromissadas,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,139,Fundo mútuo de renda fixa - Outras aplicações,u.m.c. (mil),M,1993-05-31,1995-11-01 00:00:00,Sisbacen PESP300
0,140,Fundo de ações-tradicional - Aplicações em títulos do Tesouro Nacional,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,141,Fundo de ações-tradicional - Aplicações em títulos do Banco Central,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,142,Fundo de ações-tradicional - Aplicações em títulos estaduais e municipais,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,143,Fundo de ações-tradicional - Aplicações em índices de ações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,144,Fundo de ações-tradicional - Aplicações em ações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,145,Fundo de ações-tradicional - Aplicações em debêntures,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,146,Fundo de ações-tradicional - Aplicações em títulos privados,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,147,Fundo de ações-tradicional - Aplicações em quotas de fundos,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,148,Fundo de ações-tradicional - Outras aplicações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,149,Fundo de ações-carteira livre - Aplicações em títulos do Tesouro Nacional,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,150,Fundo de ações-carteira livre - Aplicações em títulos do Banco Central,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,151,Fundo de ações-carteira livre - Aplicações em títulos estaduais e municipais,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,152,Fundo de ações-carteira livre - Aplicações em índices de ações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,153,Fundo de ações-carteira livre - Aplicações em ações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,154,Fundo de ações-carteira livre - Aplicações em debêntures,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,155,Fundo de ações-carteira livre - Aplicações em títulos privados,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,156,Fundo de ações-carteira livre - Aplicações em quotas de fundos,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,157,Fundo de ações-carteira livre - Outras aplicações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,158,Fundo de investimento-capital estrangeiro - Aplicações em títulos do Tesouro Nacional,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,159,Fundo de investimento-capital estrangeiro - Aplicações em títulos do Banco Central,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,160,Fundo de investimento-capital estrangeiro - Aplicações em títulos estaduais e municipais,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,161,Fundo de investimento-capital estrangeiro - Aplicações em índices de ações,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,162,Fundo de investimento-capital estrangeiro - Aplicações em ações,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,163,Fundo de investimento-capital estrangeiro - Aplicações em debêntures,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,164,Fundo de investimento-capital estrangeiro - Aplicações em títulos privados,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,165,Fundo de investimento-capital estrangeiro - Aplicações em quotas de fundos,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,166,Fundo de investimento-capital estrangeiro - Outras aplicações,u.m.c. (mil),M,1993-05-31,2000-09-01 00:00:00,Sisbacen PESP300
0,167,Fundo de conversão-capital estrangeiro - Aplicações em títulos do Tesouro Nacional,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,168,Fundo de conversão-capital estrangeiro - Aplicações em títulos do Banco Central,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,169,Fundo de conversão-capital estrangeiro - Aplicações em títulos estaduais e municipais,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,170,Fundo de conversão-capital estrangeiro - Aplicações em índices de ações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,171,Fundo de conversão-capital estrangeiro - Aplicações em ações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,172,Fundo de conversão-capital estrangeiro - Aplicações em debêntures,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,173,Fundo de conversão-capital estrangeiro - Aplicações em títulos privados,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,174,Fundo de conversão-capital estrangeiro - Aplicações em quotas de fundos,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,175,Fundo de conversão-capital estrangeiro - Outras aplicações,u.m.c. (mil),M,1993-05-31,2000-08-01 00:00:00,Sisbacen PESP300
0,176,Fundo de renda fixa-capital estrangeiro - Aplicações em títulos federais,u.m.c. (mil),M,1993-05-31,2001-03-01 00:00:00,Sisbacen PESP300
0,177,Fundo de renda fixa-capital estrangeiro - Aplicações em títulos de renda fixa,u.m.c. (mil),M,1993-05-31,2001-03-01 00:00:00,Sisbacen PESP300
0,178,Fundo de renda fixa-capital estrangeiro - Aplicações em valores mobiliários,u.m.c. (mil),M,1993-05-31,2001-03-01 00:00:00,Sisbacen PESP300
0,179,Fundo de renda fixa-capital estrangeiro - Aplicações em quotas de fundos,u.m.c. (mil),M,1993-05-31,2001-03-01 00:00:00,Sisbacen PESP300
0,180,Fundo de renda fixa-capital estrangeiro - Aplicações em ações,u.m.c. (mil),M,1993-05-31,2001-03-01 00:00:00,Sisbacen PESP300
0,181,Depósitos especiais remunerados - Crédito rural,u.m.c. (mil),M,1991-08-31,1995-12-01 00:00:00,Sisbacen PDER300
0,182,Depósitos especiais remunerados - Depósito interfinanceiro rural,u.m.c. (mil),M,1991-08-31,1995-12-01 00:00:00,Sisbacen PDER300
0,183,Depósitos especiais remunerados - Recolhimento especial remunerado,u.m.c. (mil),M,1991-08-31,1995-12-01 00:00:00,Sisbacen PDER300
0,184,Depósitos especiais remunerados - Operações com lastro do SFH,u.m.c. (mil),M,1991-08-31,1995-12-01 00:00:00,Sisbacen PDER300
0,185,Depósitos especiais remunerados - Títulos federais,u.m.c. (mil),M,1991-08-31,1995-12-01 00:00:00,Sisbacen PDER300
0,186,Depósitos especiais remunerados - Títulos estaduais ou municipais,u.m.c. (mil),M,1991-08-31,1995-12-01 00:00:00,Sisbacen PDER300
0,187,Depósitos especiais remunerados - Circular 2369,u.m.c. (mil),M,1993-09-30,1995-12-01 00:00:00,Sisbacen PDER300
