,code,name,unit,frequency,first_value,last_value,source
0,2129,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Interna - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2130,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Interna - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2131,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Interna - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2132,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Interna - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2133,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2134,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Governo Federal,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2135,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Banco Central,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2136,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2137,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Governos estaduais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2138,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Governos municipais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2139,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2140,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2141,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2142,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros nominais - Externa - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2143,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2144,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Governo Federal,u.m.c. (milhões),M,1999-01-01,2022-04-01 00:00:00,BCB-DSTAT
0,2145,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Banco Central,u.m.c. (milhões),M,1999-01-01,2022-04-01 00:00:00,BCB-DSTAT
0,2146,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2147,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Governos estaduais,u.m.c. (milhões),M,1998-01-01,2022-04-01 00:00:00,BCB-DSTAT
0,2148,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Governos municipais,u.m.c. (milhões),M,1998-01-01,2022-04-01 00:00:00,BCB-DSTAT
0,2149,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Empresas estatais,u.m.c. (milhões),M,2001-12-01,2022-04-01 00:00:00,BCB-DSTAT
0,2150,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Empresas estatais federais,u.m.c. (milhões),M,2001-12-01,2022-04-01 00:00:00,BCB-DSTAT
0,2151,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2022-04-01 00:00:00,BCB-DSTAT
0,2152,NFSP sem desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2022-04-01 00:00:00,BCB-DSTAT
0,2153,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2154,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Governo Federal,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2155,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Banco Central,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2156,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2157,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Governos estaduais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2158,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Governos municipais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2159,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2160,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2161,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2162,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Total - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2163,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2164,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Governo Federal,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2165,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Banco Central,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2166,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2167,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Governos estaduais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2168,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Governos municipais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2169,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2170,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2171,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2172,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Interna - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2173,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2174,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Governo Federal,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2175,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Banco Central,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2176,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2177,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Governos estaduais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2178,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Governos municipais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2179,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2180,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2181,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2182,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Resultado operacional - Externa - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2183,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2184,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Governo Federal,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2185,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Banco Central,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2186,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2187,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Governos estaduais,u.m.c. (milhões),M,1998-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2188,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Governos municipais,u.m.c. (milhões),M,1998-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2189,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2190,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2191,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2192,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Total - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2193,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2194,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Governo Federal,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2195,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Banco Central,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2196,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2197,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Governos estaduais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2198,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Governos municipais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2199,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2200,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2201,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2202,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Interna - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2203,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Governo Federal e Banco Central,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2204,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Governo Federal,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2205,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Banco Central,u.m.c. (milhões),M,1999-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2206,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Governos estaduais e municipais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2207,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Governos estaduais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2208,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Governos municipais,u.m.c. (milhões),M,1998-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2209,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Empresas estatais,u.m.c. (milhões),M,1991-01-31,2009-12-01 00:00:00,BCB-DSTAT
0,2210,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Empresas estatais federais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2211,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Empresas estatais estaduais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2212,NFSP com desvalorização cambial - Fluxo mensal corrente (u.m.c.) - Juros reais - Externa - Empresas estatais municipais,u.m.c. (milhões),M,1996-01-01,2009-12-01 00:00:00,BCB-DSTAT
0,2213,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Total emitido,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2214,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - Carteira do Banco Central,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2215,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - Tesouraria MP nº 1.789,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2216,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - Total em mercado,u.m.c. (milhões),M,1970-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2217,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - LTN,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2218,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - LFT,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2219,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - NTN,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2220,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - CTN,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2221,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - CFT,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2222,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - BTN,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2223,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - Créditos securitizados,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2224,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - Dívida agrícola,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2225,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - TDA,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2226,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - CDP,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2227,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - Total em mercado,u.m.c. (milhões),M,1986-06-30,2022-04-01 00:00:00,BCB-DSTAT
0,2228,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - LBC e LBC-E,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2229,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - BBC,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2230,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - BBC-A,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2231,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - NBC-A,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2232,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - NBC-E,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2233,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - NBC-F,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2234,Dívida mobiliária - Participação por indexador - Câmbio,%,M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2235,Dívida mobiliária - Participação por indexador - Posição de custódia - TR,%,M,1996-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2236,Dívida mobiliária - Participação por indexador - Posição de custódia - Posição de custódia - IGP-M,%,M,1996-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2237,Dívida mobiliária - Participação por indexador - Posição de custódia - IGP-DI,%,M,1996-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2238,Dívida mobiliária - Participação por indexador - Posição de custódia - Over/Selic,%,M,1996-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2239,Dívida mobiliária - Participação por indexador - Posição de custódia - Prefixado,%,M,1996-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2240,Dívida mobiliária - Participação por indexador - Posição de custódia - TJLP,%,M,1996-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2241,Dívida mobiliária - Participação por indexador - Posição de custódia - Outros,%,M,1996-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2242,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total emitido,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2243,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Títulos em tesouraria,u.m.c. (milhões),M,1993-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2244,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total em circulação,u.m.c. (milhões),M,1991-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2245,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total em custódia no Banco Central,u.m.c. (milhões),M,1993-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2246,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total fora do Banco Central,u.m.c. (milhões),M,1993-01-01,2022-04-01 00:00:00,BCB-DSTAT
0,2247,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado primário - Colocações,u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2248,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado primário - Resgates,u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2249,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado primário - Saldo,u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2250,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado secundário - Vendas/financ.líq. tomados,u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2251,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado secundário - Compras/financ. concedidos,u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2252,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado secundário - Saldo,u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2253,"Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Total - Colocações, vendas/financ. tomados",u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2254,"Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Total - Resgates, compras/financ. concedidos",u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2255,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Saldo total das operações,u.m.c. (milhões),M,1992-01-31,2022-04-01 00:00:00,BCB-DSTAT
0,2256,Execução financeira do Tesouro Nacional (Fluxos) - Receita,u.m.c. (milhões),M,1985-01-31,2014-12-01 00:00:00,MF-STN
0,2257,Execução financeira do Tesouro Nacional (Fluxos) - Despesa,u.m.c. (milhões),M,1986-01-31,2014-12-01 00:00:00,MF-STN
0,2258,Execução financeira do Tesouro Nacional (Fluxos) - Resultado de caixa,u.m.c. (milhões),M,1985-01-31,2014-12-01 00:00:00,MF-STN
0,2259,Execução financeira do Tesouro Nacional (Fluxos) - Operações com títulos públicos federais,u.m.c. (milhões),M,1990-01-31,2014-12-01 00:00:00,MF-STN
0,2260,Execução financeira do Tesouro Nacional (Fluxos) - Remuneração de disponibilidade no Banco Central,u.m.c. (milhões),M,1990-01-31,2014-12-01 00:00:00,MF-STN
0,2261,Execução financeira do Tesouro Nacional (Fluxos) - Resultado do Banco Central,u.m.c. (milhões),M,1990-01-31,2014-12-01 00:00:00,MF-STN
0,2262,Execução financeira do Tesouro Nacional (Fluxos) - Encargos da dívida mobiliária da carteira do Bacen,u.m.c. (milhões),M,1994-01-31,2014-12-01 00:00:00,MF-STN
0,2263,Execução financeira do Tesouro Nacional (Fluxos) - Renegociação da dívida externa e aquisição de garantias,u.m.c. (milhões),M,1994-01-31,2014-12-01 00:00:00,MF-STN
0,2264,Execução financeira do Tesouro Nacional (Fluxos) - Amortização da dívida contratada interna e externa,u.m.c. (milhões),M,1991-02-28,2014-12-01 00:00:00,MF-STN
0,2265,Execução financeira do Tesouro Nacional (Fluxos) - Disponibilidade de recursos,u.m.c. (milhões),M,1992-01-31,2014-12-01 00:00:00,MF-STN
0,2266,Receitas do Tesouro Nacional (Fluxos) - Receita fiscal,u.m.c. (milhões),M,1985-01-31,2014-12-01 00:00:00,MF-STN
0,2267,Receitas do Tesouro Nacional (Fluxos) - Receita operações ofic. créditos e remuneração das disponib. no Banco do Brasil,u.m.c. (milhões),M,1988-01-31,2014-12-01 00:00:00,MF-STN
0,2268,Receitas do Tesouro Nacional (Fluxos) - Total,u.m.c. (milhões),M,1985-01-31,2014-12-01 00:00:00,MF-STN
0,2269,Despesas do Tesouro Nacional (Fluxos) - Pessoal e encargos,u.m.c. (milhões),M,1986-01-31,2014-12-01 00:00:00,MF-STN
0,2270,Despesas do Tesouro Nacional (Fluxos) - Transferências a estados e municípios,u.m.c. (milhões),M,1986-01-31,2014-12-01 00:00:00,MF-STN
0,2271,Despesas do Tesouro Nacional (Fluxos) - Outras vinculações,u.m.c. (milhões),M,1986-01-31,2014-12-01 00:00:00,MF-STN
0,2272,Despesas do Tesouro Nacional (Fluxos) - Encargos da dívida mobiliária da carteira do Bacen,u.m.c. (milhões),M,1986-01-31,2014-12-01 00:00:00,MF-STN
0,2273,Despesas do Tesouro Nacional (Fluxos) - Operações oficiais de crédito,u.m.c. (milhões),M,1988-01-31,2014-12-01 00:00:00,MF-STN
0,2274,Despesas do Tesouro Nacional (Fluxos) - Encargos da dívida contratada - Interna e externa,u.m.c. (milhões),M,1988-01-31,2014-12-01 00:00:00,MF-STN
